ID;token;entity_type
13189;كاتدرائيه;O
13190;باركيسيميتو;B-LOC
13191;اكتملت;O
13192;عام;O
13193;1968;O
13194;ادي;O
13195;مزيج;O
13196;الاساليب;O
13197;المعماريه;O
13198;جعل;O
13199;المناظر;O
13200;الطبيعيه;O
13201;لهذه;O
13202;المدينه;O
13203;فريده;O
13204;ومثيره;O
13205;للاهتمام;O
13206;مدينه;O
13207;كانيما;B-LOC
13208;تضم;O
13209;عددا;O
13210;اجمل;O
13211;وجهات;O
13212;السياحه;O
13213;فنزويلا;B-LOC
13214;منتزه;O
13215;كانيما;O
13216;الوطني;O
13217;ونهر;B-LF
13218;كاراو;I-LF
13219;ولاجونا;I-LF
13220;دي;I-LF
13221;كانيما;I-LF
13222;تتشكل;O
13223;قاعده;O
13224;حفنه;O
13225;الشلالات;B-LF
13226;الصغيره;I-LF
13227;مدينه;O
13228;كاراكاس;B-LOC
13229;عاصمه;O
13230;فنزويلا;B-LOC
13231;تقع;O
13232;المدينه;O
13233;قاعده;O
13234;سلسله;B-LF
13235;جبال;I-LF
13236;مهيبه;O
13237;تضع;O
13238;خلفيه;O
13239;مذهله;O
13240;تعد;O
13241;جبال;B-LF
13242;افيلا;I-LF
13243;وجهه;O
13244;ممتازه;O
13245;للمشي;B-AC
13246;لمسافات;I-AC
13247;طويله;I-AC
13248;تضم;O
13249;العديد;O
13250;المتاحف;O
13251;والمواقع;O
13252;التاريخيه;O
13253;والمطاعم;O
13254;وحتي;O
13255;حديقه;O
13256;الحيوانات;O
13257;مدينه;O
13258;كاروبانو;B-LOC
13259;تقع;O
13260;ساحل;O
13261;يطل;O
13262;البحر;B-LF
13263;الكاريبي;I-LF
13264;اذ;O
13265;يعد;O
13266;ميناء;O
13267;كاروبانو;B-LOC
13268;لتصدير;O
13269;منتجات;O
13270;البن;O
13271;والكاكاو;O
13272;تتمتع;O
13273;كاروبانو;B-LOC
13274;بواحد;O
13275;افضل;O
13276;الاحتفالات;O
13277;الكرنفاليه;O
13278;البلاد;O
13279;زياره;O
13280;شلالات;B-LF
13281;انجيل;I-LF
13282;فولز;I-LF
13283;بارتفاع;O
13284;979;O
13285;مترا;O
13286;اعلي;O
13287;شلال;O
13288;العالم;O
13289;واحد;O
13290;المعالم;O
13291;البارزه;O
13292;امريكا;B-LOC
13293;الجنوبيه;I-LOC
13294;تقع;O
13295;وسط;O
13296;فنزويلا;B-LOC
13297;تحيط;O
13298;العديد;O
13299;المناظر;O
13300;الطبيعيه;O
13301;الخلابه;O
13302;زياره;O
13303;ارخبيل;B-LOC
13304;لوس;I-LOC
13305;روك;I-LOC
13306;للاستمتاع;O
13307;بالشواطئ;B-LF
13308;المشمشه;I-LF
13309;والمياه;B-LF
13310;الفيروزيه;I-LF
13311;والشعاب;O
13312;المرجانيه;O
13313;زياره;O
13314;قريه;B-LOC
13315;لوس;I-LOC
13316;روك;I-LOC
13317;لصيد;B-AC
13318;الاسماك;I-AC
13319;شاطئ;B-LF
13320;البحر;B-LF
13321;والتجول;B-AC
13322;منازل;O
13323;طابق;O
13324;واحد;O
13325;مطليه;O
13326;بالالوان;O
13327;الزاهيه;O
13328;زياره;O
13329;جزيره;B-LF
13330;مارغريتا;I-LF
13331;واحده;O
13332;اجمل;O
13333;وجهات;O
13334;السياحه;O
13335;فنزويلا;B-LOC
13336;تتمتع;O
13337;بالشواطئ;B-LF
13338;الرمليه;I-LF
13339;الناعمه;O
13340;الجميله;O
13341;زياره;O
13342;منتزه;O
13343;Parque;O
13344;Nacional;O
13345;Morrocoy;O
13346;تقع;O
13347;طول;O
13348;الساحل;O
13349;حوالي;O
13350;ساعتين;O
13351;بالسياره;O
13352;غرب;O
13353;كاراكاس;B-LOC
13354;تشتهر;O
13355;بشواطئها;O
13356;الرمال;O
13357;البيضاء;O
13358;والشعاب;O
13359;المرجانيه;O
13360;ممارسه;B-AC
13361;الرياضات;I-AC
13362;المائيه;I-AC
13363;الغوص;B-AC
13364;والغطس;B-AC
13365;تعد;O
13366;الحديقه;O
13367;موطنا;O
13368;لعدد;O
13369;كبير;O
13370;الطيور;O
13371;العقاب;O
13372;والببغاوات;O
13373;طيور;O
13374;النحام;O
13375;وطائر;O
13376;ابو;O
13377;منجل;O
13378;القرمزي;O
13379;زياره;O
13380;منتزه;O
13381;كانيما;O
13382;الوطني;O
13383;وغران;O
13384;سابانا;O
13385;احد;O
13386;مواقع;O
13387;التراث;O
13388;العالمي;O
13389;لليونسكو;O
13390;وتضم;O
13391;العديد;O
13392;الشلالات;B-LF
13393;توفر;O
13394;ملاذا;O
13395;منعشا;O
13396;حراره;O
13397;شمس;O
13398;الظهيره;O
13399;خلال;O
13400;موسم;B-WH
13401;الجفاف;I-WH
13402;زياره;O
13403;جبل;B-LF
13404;رورايما;I-LF
13405;بتكويناتها;O
13406;الصخريه;O
13407;الغريبه;O
13408;وشلالاتها;B-LF
13409;ونباتات;O
13410;اكل;O
13411;اللحوم;O
13412;ويعد;O
13413;الجبل;B-LF
13414;وجهات;O
13415;السياحه;O
13416;فنزويلا;B-LOC
13417;لمحبي;O
13418;الطبيعه;O
13419;والباحثين;O
13420;المغامره;O
13421;زياره;O
13422;دلتا;B-LOC
13423;اورينوكو;I-LOC
13424;تقع;O
13425;شمال;O
13426;شرق;O
13427;فنزويلا;B-LOC
13428;وتوفر;O
13429;مناظر;O
13430;طبيعيه;O
13431;وتجربه;O
13432;مختلفه;O
13433;تماما;O
13434;الاجزاء;O
13435;الاخري;O
13436;البلاد;O
13437;تعد;O
13438;دلتا;B-LF
13439;النهر;I-LF
13440;موطنا;O
13441;لجميع;O
13442;انواع;O
13443;الحياه;O
13444;البريه;O
13445;المثيره;O
13446;للاهتمام;O
13447;القرود;O
13448;والببغاوات;O
13449;واسماك;O
13450;الضاري;O
13451;المفترسه;O
13452;زياره;O
13453;جاليبان;B-LOC
13454;مدينه;B-LOC
13455;كاراكس;I-LOC
13456;تضم;O
13457;اكشاك;O
13458;لبيع;O
13459;مجموعه;O
13460;متنوعه;O
13461;البضائع;O
13462;وعددا;O
13463;المطاعم;O
13464;الفاخره;O
13465;تقدم;O
13466;الماكولات;O
13467;اللذيذه;O
13468;واحد;O
13469;المعالم;O
13470;البارزه;O
13471;المدينه;O
13472;رحله;B-AC
13473;عبر;I-AC
13474;القطار;I-AC
13475;الجبلي;I-AC
13476;المائل;I-AC
13477;بلده;B-LOC
13478;جاليبان;I-LOC
13479;الصغيره;O
13480;جبل;B-LF
13481;افيلا;I-LF
13482;شمال;O
13483;كاراكاس;B-LOC
13484;زياره;B-AC
13485;البانثيون;I-AC
13486;الوطني;I-AC
13487;لفنزويلا;B-LOC
13488;احد;O
13489;اهم;O
13490;مناطق;O
13491;الجذب;O
13492;كاراكاس;B-LOC
13493;تم;O
13494;تشيد;O
13495;المبني;O
13496;تدمير;O
13497;الكنيسه;O
13498;الاصليه;O
13499;بسبب;O
13500;زالزال;O
13501;عام;O
13502;1812;O
13503;ويعد;O
13504;حاليا;O
13505;اقدس;O
13506;مزار;O
13507;البلاد;O
13508;ويضم;O
13509;رفات;O
13510;الفنزويلين;O
13511;البارزين;O
13512;رفات;O
13513;سيمون;O
13514;بوليفار;O
13515;منتزه;O
13516;ميدانوس;O
13517;دي;O
13518;كورو;O
13519;الوطني;O
13520;يوفر;O
13521;مشاهد;O
13522;مدهشه;O
13523;كثبان;O
13524;رمليه;O
13525;متدحرجه;O
13526;اذ;O
13527;يصل;O
13528;ارتفاع;O
13529;الكثبان;O
13530;الرمليه;O
13531;40;O
13532;مترا;O
13533;تعد;O
13534;الحديقه;O
13535;مكان;O
13536;ممتع;O
13537;للتجول;B-AC
13538;والانزلاق;I-AC
13539;الكثبان;I-AC
13540;الرمليه;I-AC
13541;والتقاط;B-AC
13542;الصور;I-AC
13543;وتقدير;O
13544;تنوع;O
13545;المناظر;O
13546;الطبيعيه;O
13547;تجعل;O
13548;السياحه;O
13549;فنزويلا;B-LOC
13550;فريده;O
13551;نوعها;O
13552;منتزه;O
13553;موشيما;O
13554;الوطني;O
13555;تضم;O
13556;سلسله;B-LF
13557;الجزر;I-LF
13558;البحريه;I-LF
13559;شرق;O
13560;بويرتو;B-LOC
13561;كروز;I-LOC
13562;كومان;I-LOC
13563;ويمكن;O
13564;ممارسه;O
13565;الغوص;B-AC
13566;والسباحه;B-AC
13567;وركوب;B-AC
13568;القوارب;I-AC
13569;والتنزه;B-AC
13570;العائله;O
13571;جزر;B-LF
13572;دوس;I-LF
13573;موسكيس;I-LF
13574;موطنا;O
13575;لمحطه;O
13576;ابحاث;O
13577;الاحياء;O
13578;البحريه;O
13579;وبرنامج;O
13580;تربيه;O
13581;وحمايه;O
13582;السلاحف;O
13583;البحريه;O
13584;تتم;O
13585;مراقبه;O
13586;الجزر;O
13587;بعنايه;O
13588;لمنع;O
13589;الاضرار;O
13590;تلحق;O
13591;بالطبيعه;O
13592;وتوفر;O
13593;فرصه;O
13594;للسياح;O
13595;للاستلقاء;O
13596;بهدوء;O
13597;الشواطئ;O
13598;الذهبيه;O
13599;واستكشاف;O
13600;المسارات;O
13601;تتقاطع;O
13602;عبر;O
13603;اشجار;O
13604;جوز;O
13605;الهند;O
13606;بعيدا;O
13607;الساحل;O
13608;غران;B-LOC
13609;سابانا;I-LOC
13610;منطقه;O
13611;تبلغ;O
13612;مساحتها;O
13613;100;O
13614;كيلومتر;O
13615;مربع;O
13616;واحده;O
13617;اكثر;O
13618;المناظر;O
13619;الطبيعيه;O
13620;الفريده;O
13621;العالم;O
13622;وتضم;O
13623;عددا;O
13624;الشلالات;B-LF
13625;والانهار;B-LF
13626;والوديان;B-LF
13627;وجزء;O
13628;الغابات;B-LF
13629;كهف;B-LF
13630;الفوسو;I-LF
13631;الحجر;O
13632;الرملي;O
13633;غمرته;O
13634;المياه;O
13635;قلب;O
13636;جبل;B-LF
13637;رورايما;I-LF
13638;محاط;O
13639;بالمنحدرات;B-LF
13640;الشاهقه;I-LF
13641;والمناظر;O
13642;الطبيعيه;O
13643;الصخريه;O
13644;بحيره;B-LF
13645;موكوباجي;I-LF
13646;بحيره;B-LF
13647;جليديه;I-LF
13648;اعالي;O
13649;جبال;B-LF
13650;الانديز;I-LF
13651;ارتفاع;O
13652;3600;O
13653;متر;O
13654;فوق;O
13655;مستوي;O
13656;سطح;O
13657;البحر;O
13658;وتوفر;O
13659;اطلالات;O
13660;مفتوحه;O
13661;خلابه;O
13662;الوادي;B-LF
13663;الجليدي;I-LF
13664;المحيط;O
13665;هومبولت;B-LF
13666;بيك;I-LF
13667;ثاني;O
13668;اعلي;O
13669;جبل;B-LF
13670;فنزويلا;I-LF
13671;جزء;O
13672;متنزه;O
13673;سيرا;O
13674;نيفادا;O
13675;الوطني;O
13676;موطن;O
13677;الانواع;O
13678;المهدده;O
13679;بالانقراض;O
13680;الدب;O
13681;المذهل;O
13682;يضم;O
13683;الجبل;O
13684;مزيج;O
13685;نباتات;O
13686;المستنقعات;B-LF
13687;والغابات;B-LF
13688;تقع;O
13689;جمهوريه;B-LOC
13690;كولومبيا;I-LOC
13691;شمال;O
13692;غرب;O
13693;امريكا;B-LOC
13694;الجنوبيه;I-LOC
13695;ويبلغ;O
13696;عدد;O
13697;سكانها;O
13698;حوالي;O
13699;49;O
13700;مليون;O
13701;نسمه;O
13702;يحدها;O
13703;غربا;O
13704;المحيط;B-LF
13705;الهادي;I-LF
13706;وبنما;O
13707;شمالا;O
13708;بحر;B-LF
13709;الكارايبي;I-LF
13710;شرقا;O
13711;فنزويلا;B-LOC
13712;والبرازيل;B-LOC
13713;وجنوبا;B-LOC
13714;الاكوادور;I-LOC
13715;وبيرو;B-LOC
13716;وتعتبر;O
13717;رابع;O
13718;اكبر;O
13719;اقتصاد;O
13720;امريكا;B-LOC
13721;اللاتينيه;I-LOC
13722;تقوم;O
13723;بانتاج;O
13724;وتصدير;O
13725;عديد;O
13726;المواد;O
13727;القهوه;O
13728;الازهار;O
13729;الزمرد;O
13730;الفحم;O
13731;والبترول;O
13732;يسود;O
13733;البلاد;O
13734;مناخ;B-WH
13735;استوائي;I-WH
13736;حراره;I-WH
13737;معتدله;I-WH
13738;طيله;O
13739;ايام;O
13740;السنه;O
13741;لغه;O
13742;البلاد;O
13743;الرسميه;O
13744;الاسبانيه;B-LG
13745;وعملتها;O
13746;البيسوس;O
13747;تتوفر;O
13748;كولومبيا;B-LOC
13749;العديد;O
13750;المناجم;O
13751;لمختلف;O
13752;المعادن;O
13753;كالذهب;O
13754;النيكال;O
13755;البلاتين;O
13756;والفضه;O
13757;اضافه;O
13758;شهدت;O
13759;البلاد;O
13760;قفزه;O
13761;نوعيه;O
13762;المجال;O
13763;السياحي;O
13764;تحسن;O
13765;الاوضاع;O
13766;الامنيه;O
13767;نتيجه;O
13768;النظام;O
13769;الامني;O
13770;اقره;O
13771;الرئيس;O
13772;الفارو;O
13773;اوريبي;O
13774;تتوفر;O
13775;البلاد;O
13776;عديد;O
13777;المؤهلات;O
13778;السياحيه;O
13779;الجميله;O
13780;ونتيجه;O
13781;اصبحت;O
13782;السياحه;O
13783;كولومبيا;B-LOC
13784;موردا;O
13785;هاما;O
13786;اقتصاد;O
13787;البلد;O
13788;تعتبر;O
13789;البرازيل;B-LOC
13790;اجمل;O
13791;الوجهات;O
13792;السياحيه;O
13793;القاره;B-LOC
13794;الامريكيه;I-LOC
13795;فعدا;O
13796;شهرتها;O
13797;مجال;O
13798;الرياضه;O
13799;وكره;O
13800;القدم;O
13801;بشكل;O
13802;خاص;O
13803;وشهرتها;O
13804;زراعه;O
13805;القهوه;O
13806;تتمتع;O
13807;البرازيل;B-LOC
13808;بطبيعه;O
13809;ساحره;O
13810;تتمثل;O
13811;بالشواطئ;B-LF
13812;الجميله;I-LF
13813;والمنتزهات;O
13814;انها;O
13815;تضم;O
13816;مجموعه;O
13817;كبيره;O
13818;الاماكن;O
13819;السياحيه;O
13820;تجذب;O
13821;السياح;O
13822;كافه;O
13823;انحاء;O
13824;العالم;O
13825;عاصمه;O
13826;البرازيل;B-LOC
13827;برازيليا;B-LOC
13828;لبرازيل;B-LOC
13829;اكبر;O
13830;بلد;O
13831;امريكا;B-LOC
13832;الجنوبيه;I-LOC
13833;تقرب;O
13834;مساحتها;O
13835;نصف;O
13836;القاره;O
13837;الكثير;O
13838;مناطق;O
13839;استوائيه;O
13840;مساحات;O
13841;شاسعه;O
13842;الغابات;B-LF
13843;المطيره;I-LF
13844;المليئه;O
13845;بالنباتات;O
13846;الغريبه;O
13847;والحياه;O
13848;البريه;O
13849;بالاضافه;O
13850;العديد;O
13851;المقومات;O
13852;السياحيه;O
13853;والطبيعيه;O
13854;جعلت;O
13855;السياحه;O
13856;البرازيل;B-LOC
13857;وجهه;O
13858;سياحيه;O
13859;شعبيه;O
13860;كبيره;O
13861;استكشف;O
13862;خلال;O
13863;التقرير;O
13864;السياحه;O
13865;البرازيل;B-LOC
13866;بلد;O
13867;السامبا;B-LOC
13868;والطبيعيه;O
13869;الساحره;O
13870;واهم;O
13871;معالمها;O
13872;السياحيه…;O
13873;السياحه;O
13874;البرازيل;B-LOC
13875;واهم;O
13876;المدن;O
13877;السياحيه;O
13878;البرازيل;B-LOC
13879;كسبت;O
13880;شهرتها;O
13881;لكونها;O
13882;موطن;O
13883;لاكبر;O
13884;وافضل;O
13885;فريق;O
13886;كره;O
13887;قدم;O
13888;العالم;O
13889;وجود;O
13890;شلالات;B-LF
13891;اجوازو;I-LF
13892;(;O
13893;عجائب;O
13894;الدنيا;O
13895;الطبيعيه;O
13896;);O
13897;البرازيل;B-LOC
13898;واحده;O
13899;الوجهات;O
13900;المثيره;O
13901;للسفر;O
13902;العالم;O
13903;اكبر;O
13904;دوله;O
13905;امريكا;B-LOC
13906;الجنوبيه;I-LOC
13907;وتغطي;O
13908;معظم;O
13909;المنطقه;O
13910;الشماليه;O
13911;الشرقيه;O
13912;للقاره;O
13913;وعلي;O
13914;الحدود;O
13915;دولها;O
13916;باستثناء;O
13917;تشيلي;B-LOC
13918;والاكوادور;B-LOC
13919;الكثير;O
13920;الاماكن;O
13921;المثيره;O
13922;للزياره;O
13923;البرازيل;B-LOC
13924;غابات;B-LF
13925;الامازون;I-LF
13926;الشمال;O
13927;الشواطئ;B-LF
13928;الاستوائيه;I-LF
13929;طول;O
13930;المحيط;B-LF
13931;الاطلسي;I-LF
13932;العواصم;O
13933;النابضه;O
13934;بالحياه;O
13935;الجنوب;O
13936;الشرقي;O
13937;لمحه;O
13938;عامه;O
13939;افضل;O
13940;المناطق;O
13941;للزياره;O
13942;لمن;O
13943;اراد;O
13944;السياحه;O
13945;البرازيل;B-LOC
13946;تقغ;O
13947;البرازيل;B-LOC
13948;وسط;O
13949;قاره;O
13950;امريكا;B-LOC
13951;الجنوبيه;I-LOC
13952;تعتبر;O
13953;اكبر;O
13954;دوله;O
13955;القاره;O
13956;تمتاز;O
13957;باطلالتها;O
13958;الساحليه;O
